Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02 00:00:00-05:00,52.21941091232708,53.357999362017694,52.21941091232708,53.22063446044922,31766000,0.0,0.0
2018-01-03 00:00:00-05:00,53.256335915730126,54.355750700510285,53.23154311672444,54.12862777709961,31318000,0.0,0.0
2018-01-04 00:00:00-05:00,54.40484656612366,54.7514804041107,54.26450789235017,54.338890075683594,26052000,0.0,0.0
2018-01-05 00:00:00-05:00,54.72024496634498,55.22259336687567,54.63842077478719,55.05944061279297,30250000,0.0,0.0
2018-01-08 00:00:00-05:00,55.094642223098475,55.49929868498433,55.04505284208835,55.25382614135742,24644000,0.0,0.0
2018-01-09 00:00:00-05:00,55.46359230752594,55.46359230752594,54.95578828833966,55.183406829833984,26808000,0.0,0.0
2018-01-10 00:00:00-05:00,54.89627981139507,55.182912254345965,54.74652041343671,55.05199432373047,20734000,0.0,0.0
2018-01-11 00:00:00-05:00,55.159610992440236,55.28556886064353,54.870500380318546,55.1467170715332,22424000,0.0,0.0
2018-01-12 00:00:00-05:00,55.05001054507235,56.10131899756164,54.9463673433554,56.069087982177734,38586000,0.0,0.0
2018-01-16 00:00:00-05:00,56.54813571792755,56.97312436807708,55.87123131777974,56.07157516479492,36462000,0.0,0.0
2018-01-17 00:00:00-05:00,56.352250653332995,56.49903628307341,55.71402429869447,56.488128662109375,27830000,0.0,0.0
2018-01-18 00:00:00-05:00,56.50052585015715,56.562017897308706,55.762129438763544,56.33291244506836,27498000,0.0,0.0
2018-01-19 00:00:00-05:00,56.43506511586326,56.720206894332954,56.16083095816857,56.706321716308594,30552000,0.0,0.0
2018-01-22 00:00:00-05:00,56.72218859541978,57.865736957272645,56.62300605798091,57.73085021972656,29550000,0.0,0.0
2018-01-23 00:00:00-05:00,58.051202059219655,58.44246895065979,57.884084303149,58.3264274597168,39138000,0.0,0.0
2018-01-24 00:00:00-05:00,58.763321307092504,58.86597325427586,57.89152509119523,58.08443069458008,37128000,0.0,0.0
2018-01-25 00:00:00-05:00,58.551573334730485,58.764315457472286,58.11170828169678,58.62248611450195,29984000,0.0,0.0
2018-01-26 00:00:00-05:00,58.88977516753866,58.89126205444336,57.92276899966967,58.89126205444336,42170000,0.0,0.0
2018-01-29 00:00:00-05:00,58.913084740245644,59.408986114209235,58.71769720777798,58.83770751953125,31494000,0.0,0.0
2018-01-30 00:00:00-05:00,58.40329510027652,58.90960843920733,58.24410740796787,58.38593673706055,37338000,0.0,0.0
2018-01-31 00:00:00-05:00,58.70530384445866,58.82977861079239,58.124604467232764,58.62645721435547,36022000,0.0,0.0
2018-02-01 00:00:00-05:00,58.317499866298114,58.8858046352693,57.98871628656344,58.5952033996582,73514000,0.0,0.0
2018-02-02 00:00:00-05:00,55.90891582064971,56.10132581213564,55.10307601990697,55.501285552978516,117842000,0.0,0.0
2018-02-05 00:00:00-05:00,54.579401181234864,55.29250913268484,52.403885060973224,52.68406677246094,83550000,0.0,0.0
2018-02-06 00:00:00-05:00,51.275213158237804,53.92332476135925,51.07833873275728,53.777034759521484,76630000,0.0,0.0
2018-02-07 00:00:00-05:00,53.803809994563316,53.88116972799256,52.298747569900236,52.33792495727539,51942000,0.0,0.0
2018-02-08 00:00:00-05:00,52.55910033343243,52.7604354198397,49.823213214703266,49.97248077392578,66792000,0.0,0.0
2018-02-09 00:00:00-05:00,50.873530413868025,52.154939421196886,49.44136696056784,51.884674072265625,98360000,0.0,0.0
2018-02-12 00:00:00-05:00,52.400410831553884,52.84176275541114,51.84599496738983,52.2957763671875,56240000,0.0,0.0
2018-02-13 00:00:00-05:00,52.069640425324955,52.62604254309008,51.91690347929381,52.27494430541992,31586000,0.0,0.0
2018-02-14 00:00:00-05:00,52.28386624182966,53.33269644749097,52.059720909096825,53.19533157348633,41304000,0.0,0.0
2018-02-15 00:00:00-05:00,53.728435037863214,54.256571212523454,52.9240821910196,54.12069320678711,37396000,0.0,0.0
2018-02-16 00:00:00-05:00,54.22086633158134,54.96124903312961,54.130117040712896,54.32600021362305,39948000,0.0,0.0
2018-02-20 00:00:00-05:00,54.19011920041888,55.35697356321542,54.053249936484505,54.72718048095703,33754000,0.0,0.0
2018-02-21 00:00:00-05:00,55.00042193417786,56.3443141726212,54.921571529083906,55.231014251708984,41486000,0.0,0.0
2018-02-22 00:00:00-05:00,55.49979016418754,55.811711017343065,54.80453627380838,55.04008865356445,28010000,0.0,0.0
2018-02-23 00:00:00-05:00,55.47450705289825,55.9872712108776,54.967698009947114,55.942142486572266,25292000,0.0,0.0
2018-02-26 00:00:00-05:00,56.12909364877986,56.741036543518234,56.00412704241539,56.716243743896484,30912000,0.0,0.0
2018-02-27 00:00:00-05:00,56.716240141035705,56.74351486728619,55.38176863743762,55.41747283935547,42964000,0.0,0.0
2018-02-28 00:00:00-05:00,55.64013070449734,55.920316181710014,54.69792115357458,54.7435417175293,49292000,0.0,0.0
2018-03-01 00:00:00-05:00,55.022244310460025,55.108033526161094,52.927057899393276,53.131370544433594,55338000,0.0,0.0
2018-03-02 00:00:00-05:00,52.46537287912138,53.899026988063376,52.07510100225839,53.76265335083008,50162000,0.0,0.0
2018-03-05 00:00:00-05:00,53.464617792333975,54.60766685300695,53.17401652362872,54.28929901123047,28648000,0.0,0.0
2018-03-06 00:00:00-05:00,54.653293863423634,54.82834927042334,54.27640773300641,54.59378433227539,23382000,0.0,0.0
2018-03-07 00:00:00-05:00,54.19309379120403,55.35251373694703,54.04878630713491,55.294986724853516,30748000,0.0,0.0
2018-03-08 00:00:00-05:00,55.40210212118872,56.108263680275236,55.40210212118872,56.00611114501953,33862000,0.0,0.0
2018-03-09 00:00:00-05:00,56.507960640273545,57.57414936212211,56.249597958853435,57.56621551513672,42662000,0.0,0.0
2018-03-12 00:00:00-04:00,57.77499600890601,58.42512509823744,57.48489411999643,57.81863784790039,44306000,0.0,0.0
2018-03-13 00:00:00-04:00,58.1112154225278,58.4171887778618,56.26348776106414,56.528297424316406,43140000,0.0,0.0
2018-03-14 00:00:00-04:00,56.82037734611677,57.51265369061829,56.64929077575586,56.973609924316406,41870000,0.0,0.0
2018-03-15 00:00:00-04:00,57.00733846980149,57.64853862654186,56.31754018699412,57.05891036987305,33382000,0.0,0.0
2018-03-16 00:00:00-04:00,57.29396517219304,57.366364833295336,56.10429678609737,56.25604248046875,58656000,0.0,0.0
2018-03-19 00:00:00-04:00,55.42987187779874,55.50970975837877,53.99969099855427,54.5526237487793,63656000,0.0,0.0
2018-03-20 00:00:00-04:00,54.469801528272725,54.824372954787925,53.67735139651554,54.34086990356445,54598000,0.0,0.0
2018-03-21 00:00:00-04:00,54.18070083702967,54.980589276264126,53.91489614445986,54.25161361694336,44898000,0.0,0.0
2018-03-22 00:00:00-04:00,53.557842536859184,53.75173939363929,52.05178883452295,52.225852966308594,69312000,0.0,0.0
2018-03-23 00:00:00-04:00,52.13758574321913,52.90176997836697,50.823446283165815,50.90675735473633,49880000,0.0,0.0
2018-03-26 00:00:00-04:00,52.09939566186596,52.5293443201654,50.11479896430372,52.272464752197266,65984000,0.0,0.0
2018-03-27 00:00:00-04:00,52.75894960278236,52.79068877546152,49.4721159433285,49.934295654296875,60816000,0.0,0.0
2018-03-28 00:00:00-04:00,49.68485768262466,50.829397438195706,48.796698101182805,49.847015380859375,77698000,0.0,0.0
2018-03-29 00:00:00-04:00,50.14604189126443,51.972941540520445,49.79047919799269,51.43191146850586,69338000,0.0,0.0
2018-04-02 00:00:00-04:00,50.959817615214966,51.55043709116375,49.304995725569974,50.216461181640625,65068000,0.0,0.0
2018-04-03 00:00:00-04:00,50.39101345606064,50.82988720002528,49.45376022890019,50.516475677490234,51322000,0.0,0.0
2018-04-04 00:00:00-04:00,49.50236615694031,51.213723943837955,49.41707256609332,51.0634651184082,50724000,0.0,0.0
2018-04-05 00:00:00-04:00,51.89062756065063,51.90649525559335,50.78030509168495,51.208763122558594,35836000,0.0,0.0
2018-04-06 00:00:00-04:00,50.73566868177713,51.37538191226471,49.90007607203774,50.083560943603516,40134000,0.0,0.0
2018-04-09 00:00:00-04:00,50.58392477939644,51.80136361150486,50.542269243842824,50.58640670776367,33220000,0.0,0.0
2018-04-10 00:00:00-04:00,51.090734279213066,51.633746876732836,50.35432045290916,51.400177001953125,36620000,0.0,0.0
2018-04-11 00:00:00-04:00,51.177018516748994,51.36893285640802,50.54226538528964,50.832862854003906,34060000,0.0,0.0
2018-04-12 00:00:00-04:00,51.15074275127111,51.804337399767896,50.881964286050106,51.439353942871094,32896000,0.0,0.0
2018-04-13 00:00:00-04:00,51.91541758840648,52.21741830032065,51.0852769479233,51.37736129760742,25410000,0.0,0.0
2018-04-16 00:00:00-04:00,51.84896886410997,52.14055760390715,51.272234561158584,51.876243591308594,29776000,0.0,0.0
2018-04-17 00:00:00-04:00,52.62506153321611,53.8053055839923,52.421244500222585,53.52561569213867,54584000,0.0,0.0
2018-04-18 00:00:00-04:00,53.50825905100342,53.656531576402124,53.08723923405093,53.32874298095703,31126000,0.0,0.0
2018-04-19 00:00:00-04:00,53.012851887323954,54.42567449731254,53.012851887323954,54.025978088378906,39884000,0.0,0.0
